RATE,SUCTION_PRESSURE,DISCHARGE_PRESSURE,FUEL,POWER
4000000,14,230,148965,0
4025000,14,230,150575,0
4050000,14,230,152209,0
4075000,14,230,153821,0
4100000,14,230,214756,0
4125000,14,230,214764,0
4150000,14,230,214761,0
4175000,14,230,214761,0
4200000,14,230,214761,0
4225000,14,230,214761,0
4250000,14,230,214761,0
4300000,14,230,215066,0
4400000,14,230,216565,0
4500000,14,230,217377,0
4600000,14,230,218327,0
4700000,14,230,219263,0
4800000,14,230,220203,0
4900000,14,230,221514,0
5000000,14,230,223473,0
5100000,14,230,225330,0
5200000,14,230,227238,0
5300000,14,230,229780,0
5400000,14,230,232397,0
5500000,14,230,235042,0
5600000,14,230,237539,0
5700000,14,230,239929,0
5800000,14,230,242156,0
5900000,14,230,244201,0
6000000,14,230,246574,0
6100000,14,230,248506,0
6200000,14,230,250854,0
6300000,14,230,252631,0
6400000,14,230,254702,0
6500000,14,230,256753,0
6600000,14,230,259120,0
6700000,14,230,261488,0
6800000,14,230,263771,0
6900000,14,230,266175,0
7000000,14,230,268614,0
7100000,14,230,270965,0
7200000,14,230,273277,0
7300000,14,230,276596,0
7400000,14,230,279427,0
7500000,14,230,281885,0
7600000,14,230,284605,0
7700000,14,230,287689,0
7800000,14,230,290647,0
7900000,14,230,293459,0
8000000,14,230,297927,0
8100000,14,230,304491,0
8200000,14,230,311138,0
8300000,14,230,317842,0
0,15,230,0,0
100000,15,230,107360,0
1000000,15,230,107360,0
1200000,15,230,107378,0
1400000,15,230,107371,0
1600000,15,230,107364,0
1800000,15,230,107353,0
2000000,15,230,107342,0
2200000,15,230,107487,0
2400000,15,230,109454,0
2600000,15,230,112719,0
2800000,15,230,116539,0
3000000,15,230,121460,0
3200000,15,230,125779,0
3400000,15,230,129457,0
3600000,15,230,133714,0
3625000,15,230,134283,0
3650000,15,230,134884,0
3675000,15,230,135543,0
3700000,15,230,136131,0
3725000,15,230,136702,0
3750000,15,230,137313,0
3775000,15,230,138018,0
3800000,15,230,138702,0
3825000,15,230,139404,0
3850000,15,230,140098,0
3875000,15,230,140951,0
3900000,15,230,141836,0
3925000,15,230,142672,0
3950000,15,230,143532,0
3975000,15,230,144367,0
4000000,15,230,145118,0
4025000,15,230,145907,0
4050000,15,230,146726,0
4075000,15,230,147589,0
4100000,15,230,148465,0
4125000,15,230,149306,0
4150000,15,230,150330,0
4175000,15,230,151419,0
4200000,15,230,152536,0
4225000,15,230,153649,0
4250000,15,230,214622,0
4275000,15,230,214633,0
4300000,15,230,214633,0
4325000,15,230,214633,0
4350000,15,230,214633,0
4375000,15,230,214633,0
4400000,15,230,214846,0
4400000,15,230,214846,0
4500000,15,230,215989,0
4600000,15,230,216936,0
4700000,15,230,217811,0
4800000,15,230,218702,0
4900000,15,230,220341,0
5000000,15,230,222076,0
5100000,15,230,223720,0
5200000,15,230,225438,0
5300000,15,230,227164,0
5400000,15,230,229023,0
5500000,15,230,230759,0
5600000,15,230,233081,0
5700000,15,230,235596,0
5800000,15,230,238122,0
5900000,15,230,240573,0
6000000,15,230,242930,0
6100000,15,230,245126,0
6200000,15,230,247317,0
6300000,15,230,249247,0
6400000,15,230,251550,0
6500000,15,230,253841,0
6600000,15,230,255196,0
6700000,15,230,256975,0
6800000,15,230,258984,0
6900000,15,230,260980,0
7000000,15,230,263092,0
7100000,15,230,265216,0
7200000,15,230,267489,0
7300000,15,230,269767,0
7400000,15,230,272273,0
7500000,15,230,274629,0
7600000,15,230,277458,0
7700000,15,230,280188,0
7800000,15,230,283792,0
7900000,15,230,287191,0
8000000,15,230,290255,0
8100000,15,230,293498,0
8200000,15,230,297096,0
8300000,15,230,300653,0
8400000,15,230,305054,0
0,16,230,0,0
100000,16,230,107366,0
1000000,16,230,107366,0
1200000,16,230,107363,0
1400000,16,230,107357,0
1600000,16,230,107351,0
1800000,16,230,107339,0
2000000,16,230,107333,0
2200000,16,230,107322,0
2400000,16,230,108868,0
2600000,16,230,111994,0
2800000,16,230,115349,0
3000000,16,230,119309,0
3200000,16,230,123981,0
3400000,16,230,128223,0
3600000,16,230,131819,0
3800000,16,230,135617,0
3850000,16,230,136621,0
3900000,16,230,137942,0
3950000,16,230,139390,0
4000000,16,230,140887,0
4050000,16,230,142351,0
4100000,16,230,143885,0
4150000,16,230,145912,0
4200000,16,230,148084,0
4250000,16,230,150198,0
4300000,16,230,152084,0
4350000,16,230,154402,0
4400000,16,230,214681,0
4450000,16,230,214683,0
4500000,16,230,214744,0
4550000,16,230,214902,0
4600000,16,230,215492,0
4700000,16,230,216653,0
4800000,16,230,217637,0
4900000,16,230,218944,0
5000000,16,230,220574,0
5100000,16,230,222218,0
5200000,16,230,223848,0
5300000,16,230,225603,0
5400000,16,230,227314,0
5500000,16,230,228913,0
5600000,16,230,230714,0
5700000,16,230,232545,0
5800000,16,230,234189,0
5900000,16,230,236272,0
6000000,16,230,238612,0
6100000,16,230,240954,0
6200000,16,230,243368,0
6300000,16,230,245689,0
6400000,16,230,247961,0
6500000,16,230,250137,0
6600000,16,230,252206,0
6700000,16,230,254396,0
6800000,16,230,256455,0
6900000,16,230,258487,0
7000000,16,230,260181,0
7100000,16,230,261783,0
7200000,16,230,263634,0
7300000,16,230,265608,0
7400000,16,230,267544,0
7500000,16,230,269499,0
7600000,16,230,271243,0
7700000,16,230,273243,0
7800000,16,230,275885,0
7900000,16,230,278779,0
8000000,16,230,281773,0
8100000,16,230,284701,0
8200000,16,230,287771,0
8300000,16,230,291823,0
8400000,16,230,296167,0
